117 3 3 3
119 6 5 4
120 9 2 5
122 6 6 3
127 3 5 3
132 9 4 2
138 4 4 4
160 5 9 3
162 5 9 2
165 2 2 9
180 3 3 3
188 5 5 5
189 4 4 5
207 2 9 5
221 3 3 5
223 6 9 3
232 4 4 5
244 7 3 9
270 5 9 2
273 7 5 4
303 4 4 5
304 3 3 3
309 3 3 4
320 3 9 6
322 7 7 4
325 5 5 3
341 9 5 3
344 4 4 5
345 5 7 4
356 3 3 3
365 5 9 2
379 3 9 3
380 3 3 3
4 3 3 3
5 7 6 5
65 9 4 4
67 4 4 4
6 7 6 2
90 9 3 5
93 2 9 5
